Date,Revenue,COGS,Split,year,month,day,day_of_week,is_weekend,quarter,is_month_start,is_month_end,month_sin,month_cos,dow_sin,dow_cos,is_holiday,is_tet,active_promos,rev_lag_1,cogs_lag_1,rev_lag_7,cogs_lag_7,rev_lag_14,cogs_lag_14,rev_lag_30,cogs_lag_30,rev_lag_365,cogs_lag_365
2015-09-22,3989413.65,3510644.34,Train,2015,9,22,1,0,3,0,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0,0,1,5429549.96,4922952.43,4289955.17,3759560.12,4280040.71,3769505.38,2980880.01,4035327.45,4691002.44,4096769.99
2015-09-23,4492195.74,4136948.97,Train,2015,9,23,2,0,3,0,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0,0,1,3989413.65,3510644.34,4578098.38,4047593.29,3647303.9,3266493.41,2905862.72,4140352.34,3267077.04,2950868.62
2015-09-24,4990183.49,4532817.65,Train,2015,9,24,3,0,3,0,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,0,1,4492195.74,4136948.97,4322042.75,3890293.3,3721441.58,3354394.08,3470416.25,4713031.14,3651189.03,3193891.83
2015-09-25,5455949.84,4738294.51,Train,2015,9,25,4,0,3,0,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0,0,1,4990183.49,4532817.65,4626830.39,4125549.97,5440903.55,4839456.19,4027164.09,5549423.27,3991936.34,3513164.66
2015-09-26,6622087.86,5772363.74,Train,2015,9,26,5,1,3,0,0,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0,0,1,5455949.84,4738294.51,4866373.41,4338177.32,4950740.04,4404176.85,3564052.29,4867784.09,4802241.84,4364819.46
2015-09-27,9527329.68,8445286.43,Train,2015,9,27,6,1,3,0,0,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0,0,1,6622087.86,5772363.74,5970375.19,5199616.34,6063850.75,5333297.85,8506950.72,11044258.41,5922266.1,5104748.73
2015-09-28,8161672.8,7449690.47,Train,2015,9,28,0,0,3,0,0,-1.0,-1.8369701987210297e-16,0.0,1.0,0,0,1,9527329.68,8445286.43,5429549.96,4922952.43,5951627.11,5241870.86,7794439.44,10361751.16,6894981.49,6104020.61
2015-09-29,7149980.42,6330231.0,Train,2015,9,29,1,0,3,0,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0,0,1,8161672.8,7449690.47,3989413.65,3510644.34,4289955.17,3759560.12,7344062.69,9260104.74,6358369.55,5385912.36
2015-09-30,6245594.21,5509034.08,Train,2015,9,30,2,0,3,0,1,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0,0,1,7149980.42,6330231.0,4492195.74,4136948.97,4578098.38,4047593.29,7854391.23,10070785.58,5625701.93,4992117.65
2015-10-01,5328206.77,4579676.64,Train,2015,10,1,3,0,4,1,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,0,1,6245594.21,5509034.08,4990183.49,4532817.65,4322042.75,3890293.3,6760812.85,8154672.78,4131059.59,3367707.8
2015-10-02,2171539.56,1796561.55,Train,2015,10,2,4,0,4,0,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0,0,0,5328206.77,4579676.64,5455949.84,4738294.51,4626830.39,4125549.97,2200298.26,2129220.78,2166020.29,1638411.83
2015-10-03,4071748.88,3247591.03,Train,2015,10,3,5,1,4,0,0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,0,0,2171539.56,1796561.55,6622087.86,5772363.74,4866373.41,4338177.32,2827263.54,2604249.38,2713373.58,2209685.83
2015-10-04,3492367.73,2871726.8,Train,2015,10,4,6,1,4,0,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,0,0,4071748.88,3247591.03,9527329.68,8445286.43,5970375.19,5199616.34,3174821.93,2868467.84,3061013.56,2383424.37
2015-10-05,4507541.9,3678096.41,Train,2015,10,5,0,0,4,0,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,0,0,0,3492367.73,2871726.8,8161672.8,7449690.47,5429549.96,4922952.43,4060108.04,3677521.7,3514973.01,2703049.67
2015-10-06,4188998.54,3415837.46,Train,2015,10,6,1,0,4,0,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0,0,0,4507541.9,3678096.41,7149980.42,6330231.0,3989413.65,3510644.34,5806076.99,5165364.57,4584954.57,3714150.0
2015-10-07,3426493.43,2803278.62,Train,2015,10,7,2,0,4,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0,0,0,4188998.54,3415837.46,6245594.21,5509034.08,4492195.74,4136948.97,5427754.58,4736445.82,3826571.36,3029706.85
2015-10-08,3233949.18,2641121.98,Train,2015,10,8,3,0,4,0,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,0,0,3426493.43,2803278.62,5328206.77,4579676.64,4990183.49,4532817.65,4280040.71,3769505.38,3298742.48,2595357.42
2015-10-09,3267999.74,2663149.73,Train,2015,10,9,4,0,4,0,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0,0,0,3233949.18,2641121.98,2171539.56,1796561.55,5455949.84,4738294.51,3647303.9,3266493.41,2480246.09,1949299.28
2015-10-10,3378102.79,2705337.11,Train,2015,10,10,5,1,4,0,0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,0,0,3267999.74,2663149.73,4071748.88,3247591.03,6622087.86,5772363.74,3721441.58,3354394.08,3324677.65,2616526.38
2015-10-11,3286486.34,2566855.85,Train,2015,10,11,6,1,4,0,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,0,0,3378102.79,2705337.11,3492367.73,2871726.8,9527329.68,8445286.43,5440903.55,4839456.19,3249272.4,2455378.82
2015-10-12,4956524.37,4081540.58,Train,2015,10,12,0,0,4,0,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,0,0,0,3286486.34,2566855.85,4507541.9,3678096.41,8161672.8,7449690.47,4950740.04,4404176.85,3964814.61,3263898.52
2015-10-13,5498991.17,4432958.2,Train,2015,10,13,1,0,4,0,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0,0,0,4956524.37,4081540.58,4188998.54,3415837.46,7149980.42,6330231.0,6063850.75,5333297.85,5257692.13,4155288.51
2015-10-14,3411355.27,2666618.8,Train,2015,10,14,2,0,4,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0,0,0,5498991.17,4432958.2,3426493.43,2803278.62,6245594.21,5509034.08,5951627.11,5241870.86,5353820.23,4242284.88
2015-10-15,3768908.71,2948986.13,Train,2015,10,15,3,0,4,0,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,0,0,3411355.27,2666618.8,3233949.18,2641121.98,5328206.77,4579676.64,4289955.17,3759560.12,3174858.73,2517101.9
2015-10-16,3821540.36,2987369.39,Train,2015,10,16,4,0,4,0,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0,0,0,3768908.71,2948986.13,3267999.74,2663149.73,2171539.56,1796561.55,4578098.38,4047593.29,3035433.21,2343522.12
2015-10-17,3662021.88,2894880.7,Train,2015,10,17,5,1,4,0,0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,0,0,3821540.36,2987369.39,3378102.79,2705337.11,4071748.88,3247591.03,4322042.75,3890293.3,3041887.24,2405340.07
2015-10-18,4235369.07,3332133.13,Train,2015,10,18,6,1,4,0,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,0,0,3662021.88,2894880.7,3286486.34,2566855.85,3492367.73,2871726.8,4626830.39,4125549.97,3295901.64,2641429.14
2015-10-19,6150586.07,4953145.42,Train,2015,10,19,0,0,4,0,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,0,0,0,4235369.07,3332133.13,4956524.37,4081540.58,4507541.9,3678096.41,4866373.41,4338177.32,3906454.96,3097527.04
2015-10-20,5151254.9,4073078.24,Train,2015,10,20,1,0,4,0,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0,0,0,6150586.07,4953145.42,5498991.17,4432958.2,4188998.54,3415837.46,5970375.19,5199616.34,4406719.83,3563304.85
2015-10-21,3861128.76,3112793.66,Train,2015,10,21,2,0,4,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0,0,0,5151254.9,4073078.24,3411355.27,2666618.8,3426493.43,2803278.62,5429549.96,4922952.43,4158469.93,3334418.16
2015-10-22,3503062.58,2822517.81,Train,2015,10,22,3,0,4,0,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,0,0,3861128.76,3112793.66,3768908.71,2948986.13,3233949.18,2641121.98,3989413.65,3510644.34,3185076.38,2622321.88
2015-10-23,4220053.16,3535441.18,Train,2015,10,23,4,0,4,0,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0,0,0,3503062.58,2822517.81,3821540.36,2987369.39,3267999.74,2663149.73,4492195.74,4136948.97,3397945.31,2701811.9
2015-10-24,3836294.44,2963519.26,Train,2015,10,24,5,1,4,0,0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,0,0,4220053.16,3535441.18,3662021.88,2894880.7,3378102.79,2705337.11,4990183.49,4532817.65,2910624.78,2393219.16
2015-10-25,4371735.18,3592252.8,Train,2015,10,25,6,1,4,0,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,0,0,3836294.44,2963519.26,4235369.07,3332133.13,3286486.34,2566855.85,5455949.84,4738294.51,3710088.5,3052761.25
2015-10-26,5670407.54,4548016.77,Train,2015,10,26,0,0,4,0,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,0,0,0,4371735.18,3592252.8,6150586.07,4953145.42,4956524.37,4081540.58,6622087.86,5772363.74,3332635.64,2620840.72
2015-10-27,5227347.01,4220293.85,Train,2015,10,27,1,0,4,0,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0,0,0,5670407.54,4548016.77,5151254.9,4073078.24,5498991.17,4432958.2,9527329.68,8445286.43,5247620.14,4151809.58
2015-10-28,7029977.95,5631491.38,Train,2015,10,28,2,0,4,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0,0,0,5227347.01,4220293.85,3861128.76,3112793.66,3411355.27,2666618.8,8161672.8,7449690.47,6122484.1,4933576.08
2015-10-29,7420192.54,6015934.85,Train,2015,10,29,3,0,4,0,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,0,0,7029977.95,5631491.38,3503062.58,2822517.81,3768908.71,2948986.13,7149980.42,6330231.0,6191276.35,4949513.22
2015-10-30,7246849.63,5898873.81,Train,2015,10,30,4,0,4,0,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0,0,0,7420192.54,6015934.85,4220053.16,3535441.18,3821540.36,2987369.39,6245594.21,5509034.08,6250389.79,4894988.48
2015-10-31,5833943.99,4766615.28,Train,2015,10,31,5,1,4,0,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,0,0,7246849.63,5898873.81,3836294.44,2963519.26,3662021.88,2894880.7,5328206.77,4579676.64,4687679.79,3734196.88
2015-11-01,5794071.48,4691433.96,Train,2015,11,1,6,1,4,1,0,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,0,0,0,5833943.99,4766615.28,4371735.18,3592252.8,4235369.07,3332133.13,2171539.56,1796561.55,4474322.51,3463929.06
2015-11-02,2770297.66,2300656.83,Train,2015,11,2,0,0,4,0,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,0,0,0,5794071.48,4691433.96,5670407.54,4548016.77,6150586.07,4953145.42,4071748.88,3247591.03,3503909.61,2759213.27
2015-11-03,2095237.3,1642341.12,Train,2015,11,3,1,0,4,0,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,0,0,2770297.66,2300656.83,5227347.01,4220293.85,5151254.9,4073078.24,3492367.73,2871726.8,2511155.37,1925980.79
2015-11-04,2658412.16,2230527.42,Train,2015,11,4,2,0,4,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0,0,0,2095237.3,1642341.12,7029977.95,5631491.38,3861128.76,3112793.66,4507541.9,3678096.41,1758772.81,1413005.18
2015-11-05,2550367.78,2095931.27,Train,2015,11,5,3,0,4,0,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0,0,0,2658412.16,2230527.42,7420192.54,6015934.85,3503062.58,2822517.81,4188998.54,3415837.46,2080412.08,1649512.63
2015-11-06,3113759.4,2524846.93,Train,2015,11,6,4,0,4,0,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0,0,0,2550367.78,2095931.27,7246849.63,5898873.81,4220053.16,3535441.18,3426493.43,2803278.62,2338580.92,1815525.82
2015-11-07,2523233.52,2111797.74,Train,2015,11,7,5,1,4,0,0,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,0,0,0,3113759.4,2524846.93,5833943.99,4766615.28,3836294.44,2963519.26,3233949.18,2641121.98,2391118.65,1914802.56
2015-11-08,4183206.42,3467217.26,Train,2015,11,8,6,1,4,0,0,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,0,0,0,2523233.52,2111797.74,5794071.48,4691433.96,4371735.18,3592252.8,3267999.74,2663149.73,2603594.99,2058134.47
2015-11-09,3409517.01,2730600.71,Train,2015,11,9,0,0,4,0,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,0,0,0,4183206.42,3467217.26,2770297.66,2300656.83,5670407.54,4548016.77,3378102.79,2705337.11,3896973.5,2948324.76
2015-11-10,3237404.66,2600539.96,Train,2015,11,10,1,0,4,0,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,0,0,3409517.01,2730600.71,2095237.3,1642341.12,5227347.01,4220293.85,3286486.34,2566855.85,3578790.21,2955883.0
2015-11-11,2928494.89,2445001.94,Train,2015,11,11,2,0,4,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0,0,0,3237404.66,2600539.96,2658412.16,2230527.42,7029977.95,5631491.38,4956524.37,4081540.58,3265211.84,2544268.23
2015-11-12,3900732.76,3072175.13,Train,2015,11,12,3,0,4,0,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0,0,0,2928494.89,2445001.94,2550367.78,2095931.27,7420192.54,6015934.85,5498991.17,4432958.2,2687977.35,2131053.41
2015-11-13,3144926.75,2547598.28,Train,2015,11,13,4,0,4,0,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0,0,0,3900732.76,3072175.13,3113759.4,2524846.93,7246849.63,5898873.81,3411355.27,2666618.8,3661668.42,2973473.14
2015-11-14,4369752.69,3445998.98,Train,2015,11,14,5,1,4,0,0,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,0,0,0,3144926.75,2547598.28,2523233.52,2111797.74,5833943.99,4766615.28,3768908.71,2948986.13,4104922.66,3206387.48
2015-11-15,4297274.47,3488973.66,Train,2015,11,15,6,1,4,0,0,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,0,0,0,4369752.69,3445998.98,4183206.42,3467217.26,5794071.48,4691433.96,3821540.36,2987369.39,3332537.35,2666922.09
2015-11-16,4316238.63,3541079.15,Train,2015,11,16,0,0,4,0,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,0,0,0,4297274.47,3488973.66,3409517.01,2730600.71,2770297.66,2300656.83,3662021.88,2894880.7,3926705.12,3165100.53
2015-11-17,3035948.85,2418023.08,Train,2015,11,17,1,0,4,0,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,0,0,4316238.63,3541079.15,3237404.66,2600539.96,2095237.3,1642341.12,4235369.07,3332133.13,3901928.25,3135379.39
2015-11-18,3208924.12,2787131.03,Train,2015,11,18,2,0,4,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0,0,1,3035948.85,2418023.08,2928494.89,2445001.94,2658412.16,2230527.42,6150586.07,4953145.42,2299920.21,1777742.22
2015-11-19,2934934.24,2722267.8,Train,2015,11,19,3,0,4,0,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0,0,1,3208924.12,2787131.03,3900732.76,3072175.13,2550367.78,2095931.27,5151254.9,4073078.24,2365334.24,2037392.28
2015-11-20,3389498.76,3170548.9,Train,2015,11,20,4,0,4,0,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0,0,1,2934934.24,2722267.8,3144926.75,2547598.28,3113759.4,2524846.93,3861128.76,3112793.66,2712056.74,2364468.06
2015-11-21,2291920.41,2320486.62,Train,2015,11,21,5,1,4,0,0,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,0,0,1,3389498.76,3170548.9,4369752.69,3445998.98,2523233.52,2111797.74,3503062.58,2822517.81,2642726.69,2469983.77
2015-11-22,3070301.17,3152837.2,Train,2015,11,22,6,1,4,0,0,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,0,0,1,2291920.41,2320486.62,4297274.47,3488973.66,4183206.42,3467217.26,4220053.16,3535441.18,2355839.63,2373102.5
2015-11-23,2329823.55,2370762.85,Train,2015,11,23,0,0,4,0,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,0,0,1,3070301.17,3152837.2,4316238.63,3541079.15,3409517.01,2730600.71,3836294.44,2963519.26,2702782.41,2732923.6
2015-11-24,1994420.05,2017128.44,Train,2015,11,24,1,0,4,0,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,0,1,2329823.55,2370762.85,3035948.85,2418023.08,3237404.66,2600539.96,4371735.18,3592252.8,2994851.12,2989623.83
2015-11-25,1994246.64,2069297.94,Train,2015,11,25,2,0,4,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0,0,1,1994420.05,2017128.44,3208924.12,2787131.03,2928494.89,2445001.94,5670407.54,4548016.77,1951300.95,1961306.08
2015-11-26,3361942.92,3392781.25,Train,2015,11,26,3,0,4,0,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0,0,1,1994246.64,2069297.94,2934934.24,2722267.8,3900732.76,3072175.13,5227347.01,4220293.85,3005133.94,3070985.43
2015-11-27,5242225.8,5137790.23,Train,2015,11,27,4,0,4,0,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0,0,1,3361942.92,3392781.25,3389498.76,3170548.9,3144926.75,2547598.28,7029977.95,5631491.38,4582936.62,4552287.3
2015-11-28,5114979.4,5281806.7,Train,2015,11,28,5,1,4,0,0,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,0,0,1,5242225.8,5137790.23,2291920.41,2320486.62,4369752.69,3445998.98,7420192.54,6015934.85,3803816.23,3776489.22
2015-11-29,5018236.03,4955536.7,Train,2015,11,29,6,1,4,0,0,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,0,0,1,5114979.4,5281806.7,3070301.17,3152837.2,4297274.47,3488973.66,7246849.63,5898873.81,3693923.36,3714680.69
2015-11-30,4031497.64,4065929.95,Train,2015,11,30,0,0,4,0,1,-0.5000000000000004,0.8660254037844384,0.0,1.0,0,0,1,5018236.03,4955536.7,2329823.55,2370762.85,4316238.63,3541079.15,5833943.99,4766615.28,4164373.0,4139199.1
2015-12-01,3221463.05,3262618.05,Train,2015,12,1,1,0,4,1,0,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,0,0,1,4031497.64,4065929.95,1994420.05,2017128.44,3035948.85,2418023.08,5794071.48,4691433.96,3293606.72,3371041.49
2015-12-02,953639.35,978207.15,Train,2015,12,2,2,0,4,0,0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,0,0,1,3221463.05,3262618.05,1994246.64,2069297.94,3208924.12,2787131.03,2770297.66,2300656.83,1913468.28,1934027.84
2015-12-03,1852279.15,1907081.99,Train,2015,12,3,3,0,4,0,0,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419,0,0,1,953639.35,978207.15,3361942.92,3392781.25,2934934.24,2722267.8,2095237.3,1642341.12,1725054.96,1639460.56
2015-12-04,2076429.7,2095572.96,Train,2015,12,4,4,0,4,0,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,0,0,1,1852279.15,1907081.99,5242225.8,5137790.23,3389498.76,3170548.9,2658412.16,2230527.42,1490172.71,1377244.92
2015-12-05,2287846.3,2292826.58,Train,2015,12,5,5,1,4,0,0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,0,0,1,2076429.7,2095572.96,5114979.4,5281806.7,2291920.41,2320486.62,2550367.78,2095931.27,1855814.16,1814623.65
2015-12-06,2028034.94,2013778.51,Train,2015,12,6,6,1,4,0,0,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,0,0,1,2287846.3,2292826.58,5018236.03,4955536.7,3070301.17,3152837.2,3113759.4,2524846.93,2498471.96,2457252.11
2015-12-07,2286683.02,2364273.69,Train,2015,12,7,0,0,4,0,0,-2.4492935982947064e-16,1.0,0.0,1.0,0,0,1,2028034.94,2013778.51,4031497.64,4065929.95,2329823.55,2370762.85,2523233.52,2111797.74,2209128.82,2214964.0
2015-12-08,2785090.6,2715044.46,Train,2015,12,8,1,0,4,0,0,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,0,0,1,2286683.02,2364273.69,3221463.05,3262618.05,1994420.05,2017128.44,4183206.42,3467217.26,3029845.63,2938276.72
2015-12-09,1648123.41,1664248.89,Train,2015,12,9,2,0,4,0,0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,0,0,1,2785090.6,2715044.46,953639.35,978207.15,1994246.64,2069297.94,3409517.01,2730600.71,3265900.4,3069037.78
2015-12-10,2450848.03,2579079.6,Train,2015,12,10,3,0,4,0,0,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419,0,0,1,1648123.41,1664248.89,1852279.15,1907081.99,3361942.92,3392781.25,3237404.66,2600539.96,2659858.85,2559688.79
2015-12-11,2027594.98,1955884.16,Train,2015,12,11,4,0,4,0,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,0,0,1,2450848.03,2579079.6,2076429.7,2095572.96,5242225.8,5137790.23,2928494.89,2445001.94,2499031.03,2479880.93
2015-12-12,2888573.7,2824587.14,Train,2015,12,12,5,1,4,0,0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,0,0,1,2027594.98,1955884.16,2287846.3,2292826.58,5114979.4,5281806.7,3900732.76,3072175.13,2451281.84,2348048.7
2015-12-13,3442735.4,3382073.59,Train,2015,12,13,6,1,4,0,0,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,0,0,1,2888573.7,2824587.14,2028034.94,2013778.51,5018236.03,4955536.7,3144926.75,2547598.28,2618181.33,2655502.75
2015-12-14,3272227.86,3176504.37,Train,2015,12,14,0,0,4,0,0,-2.4492935982947064e-16,1.0,0.0,1.0,0,0,1,3442735.4,3382073.59,2286683.02,2364273.69,4031497.64,4065929.95,4369752.69,3445998.98,2868448.18,2822169.24
2015-12-15,3089177.63,3106617.67,Train,2015,12,15,1,0,4,0,0,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,0,0,1,3272227.86,3176504.37,2785090.6,2715044.46,3221463.05,3262618.05,4297274.47,3488973.66,3675108.42,3622573.69
2015-12-16,2310884.14,2367574.49,Train,2015,12,16,2,0,4,0,0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,0,0,1,3089177.63,3106617.67,1648123.41,1664248.89,953639.35,978207.15,4316238.63,3541079.15,3587166.39,3452397.12
2015-12-17,2671287.02,2646046.82,Train,2015,12,17,3,0,4,0,0,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419,0,0,1,2310884.14,2367574.49,2450848.03,2579079.6,1852279.15,1907081.99,3035948.85,2418023.08,2950563.8,2911687.56
2015-12-18,2923802.97,2954646.8,Train,2015,12,18,4,0,4,0,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,0,0,1,2671287.02,2646046.82,2027594.98,1955884.16,2076429.7,2095572.96,3208924.12,2787131.03,2684991.91,2614938.98
2015-12-19,2965218.72,3081409.43,Train,2015,12,19,5,1,4,0,0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,0,0,1,2923802.97,2954646.8,2888573.7,2824587.14,2287846.3,2292826.58,2934934.24,2722267.8,3424258.6,3465424.79
2015-12-20,3613917.61,3711607.1,Train,2015,12,20,6,1,4,0,0,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,0,0,1,2965218.72,3081409.43,3442735.4,3382073.59,2028034.94,2013778.51,3389498.76,3170548.9,3898670.99,3764085.99
2015-12-21,5050481.76,5131271.18,Train,2015,12,21,0,0,4,0,0,-2.4492935982947064e-16,1.0,0.0,1.0,0,0,1,3613917.61,3711607.1,3272227.86,3176504.37,2286683.02,2364273.69,2291920.41,2320486.62,4372128.59,4286124.01
2015-12-22,3719442.83,3727031.54,Train,2015,12,22,1,0,4,0,0,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,0,0,1,5050481.76,5131271.18,3089177.63,3106617.67,2785090.6,2715044.46,3070301.17,3152837.2,3430574.36,3435107.36
2015-12-23,3656481.63,3646146.76,Train,2015,12,23,2,0,4,0,0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,0,0,1,3719442.83,3727031.54,2310884.14,2367574.49,1648123.41,1664248.89,2329823.55,2370762.85,2791569.02,2665014.26
2015-12-24,2398336.72,2262884.17,Train,2015,12,24,3,0,4,0,0,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419,0,0,1,3656481.63,3646146.76,2671287.02,2646046.82,2450848.03,2579079.6,1994420.05,2017128.44,2610156.84,2591612.44
2015-12-25,3229207.58,3048061.85,Train,2015,12,25,4,0,4,0,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,0,0,1,2398336.72,2262884.17,2923802.97,2954646.8,2027594.98,1955884.16,1994246.64,2069297.94,2573745.23,2584515.85
2015-12-26,3645783.09,3633106.61,Train,2015,12,26,5,1,4,0,0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,0,0,1,3229207.58,3048061.85,2965218.72,3081409.43,2888573.7,2824587.14,3361942.92,3392781.25,2922497.3,2877653.62
2015-12-27,5096354.17,5095420.51,Train,2015,12,27,6,1,4,0,0,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,0,0,1,3645783.09,3633106.61,3613917.61,3711607.1,3442735.4,3382073.59,5242225.8,5137790.23,3575283.76,3538078.72
2015-12-28,8179976.67,8163764.62,Train,2015,12,28,0,0,4,0,0,-2.4492935982947064e-16,1.0,0.0,1.0,0,0,1,5096354.17,5095420.51,5050481.76,5131271.18,3272227.86,3176504.37,5114979.4,5281806.7,8484445.21,8405135.96
